epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,6760.68,1.01947,0.72614,1.09812,0.60107,0.7314,0.67975,0.48992,0.98426,1.15636,1.12302,0.0004952,0.0004952,0.0004952
116,6817.73,1.03528,0.74204,1.10447,0.59827,0.70971,0.67037,0.49201,0.99916,1.26494,1.14629,0.000482,0.000482,0.000482
117,6875.77,1.02846,0.73384,1.09499,0.59671,0.7376,0.67529,0.49665,0.99242,1.14728,1.13985,0.0004688,0.0004688,0.0004688
118,6933.01,1.03185,0.73742,1.09532,0.58259,0.7345,0.67037,0.48946,0.98888,1.22426,1.13832,0.0004556,0.0004556,0.0004556
119,6989.87,1.01628,0.72802,1.09863,0.58663,0.7376,0.6707,0.48594,0.99278,1.23479,1.13821,0.0004424,0.0004424,0.0004424
120,7047.14,1.05904,0.73638,1.10248,0.5892,0.7531,0.66299,0.48114,1.00882,1.23318,1.16197,0.0004292,0.0004292,0.0004292
121,7104.84,0.98606,0.70469,1.08378,0.58698,0.75611,0.66474,0.48668,0.99003,1.27737,1.13191,0.000416,0.000416,0.000416
122,7161.86,1.00196,0.72012,1.08767,0.58101,0.70868,0.65423,0.47918,0.9875,1.33078,1.12302,0.0004028,0.0004028,0.0004028
123,7218.94,1.01848,0.71004,1.08921,0.59478,0.71694,0.66124,0.48616,0.98323,1.24894,1.11798,0.0003896,0.0003896,0.0003896
124,7276.92,0.98147,0.69328,1.0847,0.58783,0.72211,0.65082,0.47032,0.99798,1.29697,1.14428,0.0003764,0.0003764,0.0003764
125,7334.22,0.99368,0.69702,1.09048,0.59324,0.72211,0.65674,0.48198,0.98994,1.26715,1.14447,0.0003632,0.0003632,0.0003632
126,7391.49,0.99782,0.69229,1.08261,0.59287,0.74897,0.66577,0.48804,0.97602,1.28126,1.12981,0.00035,0.00035,0.00035
127,7448.89,1.00181,0.68729,1.07892,0.59478,0.70971,0.65933,0.48222,0.99442,1.31301,1.14286,0.0003368,0.0003368,0.0003368
128,7506.9,1.01368,0.71212,1.07828,0.56551,0.75,0.6654,0.48864,0.99027,1.26708,1.14602,0.0003236,0.0003236,0.0003236
129,7564.09,0.9557,0.67894,1.07016,0.58565,0.72727,0.6564,0.47732,1.00662,1.32893,1.15235,0.0003104,0.0003104,0.0003104
130,7621.16,0.97489,0.68448,1.07434,0.54985,0.77101,0.65778,0.48457,1.00076,1.2812,1.14466,0.0002972,0.0002972,0.0002972
131,7678.92,0.96444,0.67396,1.07443,0.56119,0.75044,0.66163,0.48213,0.99298,1.24758,1.14067,0.000284,0.000284,0.000284
132,7736.83,0.97753,0.69058,1.07291,0.57635,0.71178,0.64828,0.47915,0.97482,1.2289,1.131,0.0002708,0.0002708,0.0002708
133,7793.8,0.93747,0.66151,1.04843,0.60544,0.68798,0.65592,0.48521,0.97923,1.21467,1.13464,0.0002576,0.0002576,0.0002576
134,7850.85,0.96741,0.6804,1.06171,0.5434,0.7531,0.65015,0.47687,0.98293,1.32254,1.12031,0.0002444,0.0002444,0.0002444
135,7908.43,0.96351,0.66609,1.06568,0.54863,0.75207,0.6487,0.47554,0.98693,1.25895,1.13537,0.0002312,0.0002312,0.0002312
136,7965.56,0.96082,0.6671,1.06305,0.56869,0.73244,0.64427,0.47677,0.97184,1.32283,1.13141,0.000218,0.000218,0.000218
137,8022.81,0.97124,0.66716,1.06147,0.58809,0.72271,0.63948,0.47266,0.95902,1.30682,1.10988,0.0002048,0.0002048,0.0002048
138,8081.09,0.9501,0.66685,1.06336,0.56651,0.73848,0.64676,0.47632,0.98698,1.26259,1.13639,0.0001916,0.0001916,0.0001916
139,8138.19,0.96152,0.65985,1.06001,0.59479,0.74277,0.65721,0.485,0.98726,1.33805,1.13414,0.0001784,0.0001784,0.0001784
140,8195.5,0.96741,0.66673,1.06299,0.56076,0.75517,0.64891,0.47541,0.9794,1.28448,1.1219,0.0001652,0.0001652,0.0001652
141,8255.02,0.93582,0.64814,1.0681,0.58293,0.72628,0.65797,0.48662,0.98625,1.19709,1.1401,0.000152,0.000152,0.000152
142,8312.47,0.92473,0.63507,1.06203,0.60298,0.70764,0.6713,0.49522,0.9769,1.20685,1.13918,0.0001388,0.0001388,0.0001388
143,8369.25,0.92461,0.62332,1.04531,0.59317,0.70764,0.66306,0.49139,0.96717,1.24739,1.129,0.0001256,0.0001256,0.0001256
144,8425.98,0.92373,0.62378,1.05093,0.60053,0.68905,0.66238,0.48983,0.98486,1.27434,1.13303,0.0001124,0.0001124,0.0001124
145,8482.93,0.91106,0.60268,1.05029,0.57899,0.7376,0.6641,0.49295,0.97968,1.24206,1.13154,9.92e-05,9.92e-05,9.92e-05
146,8540.76,0.91329,0.61814,1.04241,0.59204,0.69712,0.65891,0.48667,0.97919,1.27344,1.12373,8.6e-05,8.6e-05,8.6e-05
147,8597.75,0.91137,0.61161,1.04816,0.60372,0.68463,0.66004,0.48654,0.98105,1.28846,1.12948,7.28e-05,7.28e-05,7.28e-05
148,8654.74,0.90635,0.60023,1.04004,0.60834,0.69525,0.66267,0.49116,0.97299,1.26517,1.12086,5.96e-05,5.96e-05,5.96e-05
149,8711.46,0.90574,0.60904,1.04474,0.58836,0.71591,0.66365,0.49141,0.97208,1.24178,1.11501,4.64e-05,4.64e-05,4.64e-05
150,8768.6,0.90659,0.5992,1.04539,0.57243,0.7376,0.65858,0.48811,0.96668,1.23239,1.10993,3.32e-05,3.32e-05,3.32e-05
