epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,3723.3,1.18098,0.83622,2.1186,0.88999,0.9173,0.92093,0.72048,1.70247,1.07039,2.70051,0.00048586,0.00048586,0.00048586
102,3759.33,1.26847,0.87,2.16784,0.87058,0.94293,0.91946,0.72321,1.69442,1.08456,2.76865,0.000476429,0.000476429,0.000476429
103,3795.65,1.27126,0.90177,2.17821,0.8834,0.90226,0.91762,0.71577,1.7243,1.07898,2.76232,0.000466997,0.000466997,0.000466997
104,3831.63,1.24276,0.88563,2.11609,0.91057,0.85489,0.92621,0.71628,1.72296,1.11948,2.72772,0.000457566,0.000457566,0.000457566
105,3868.04,1.16137,0.78315,2.09376,0.8844,0.89128,0.91827,0.73661,1.64811,1.1831,2.64248,0.000448134,0.000448134,0.000448134
106,3904.47,1.1621,0.87546,2.05602,0.91534,0.89941,0.92527,0.7147,1.69082,1.12404,2.75326,0.000438703,0.000438703,0.000438703
107,3942.37,1.20277,0.8362,2.14835,0.8902,0.90816,0.92626,0.70277,1.77887,1.16495,2.83317,0.000429272,0.000429272,0.000429272
108,3978.82,1.2049,0.79767,2.11871,0.88703,0.91667,0.91913,0.73208,1.66767,1.04554,2.68444,0.00041984,0.00041984,0.00041984
109,4015.56,1.20136,0.80495,2.13152,0.88814,0.95272,0.93318,0.73423,1.68028,1.0331,2.64605,0.000410409,0.000410409,0.000410409
110,4052.03,1.16697,0.79482,2.10867,0.91961,0.9182,0.94004,0.73599,1.7165,1.03323,2.70653,0.000400977,0.000400977,0.000400977
111,4088.3,1.22494,0.83243,2.14378,0.896,0.89142,0.92873,0.7285,1.65426,1.06617,2.68403,0.000391546,0.000391546,0.000391546
112,4124.74,1.15127,0.79486,2.11099,0.88615,0.88951,0.92511,0.71838,1.73862,1.13179,2.73776,0.000382115,0.000382115,0.000382115
113,4161.34,1.15898,0.81966,2.07121,0.87213,0.94959,0.93707,0.73096,1.73975,1.00172,2.76049,0.000372683,0.000372683,0.000372683
114,4198.15,1.17437,0.82053,2.12068,0.90889,0.9149,0.94769,0.73337,1.71731,1.04682,2.72213,0.000363252,0.000363252,0.000363252
115,4234.46,1.18998,0.82792,2.1145,0.8847,0.89851,0.92624,0.72484,1.76538,1.08284,2.72176,0.00035382,0.00035382,0.00035382
116,4272.07,1.12079,0.812,2.09204,0.87568,0.89315,0.91496,0.72497,1.73592,1.06926,2.74599,0.000344389,0.000344389,0.000344389
117,4308.38,1.16905,0.81587,2.14006,0.89782,0.86991,0.91737,0.70481,1.699,1.04077,2.73495,0.000334958,0.000334958,0.000334958
118,4344.62,1.09495,0.76602,2.06984,0.89877,0.89954,0.92239,0.72732,1.72012,1.11768,2.65857,0.000325526,0.000325526,0.000325526
119,4380.79,1.10334,0.73741,2.04649,0.91747,0.89368,0.93039,0.72283,1.79382,1.10836,2.8401,0.000316095,0.000316095,0.000316095
120,4417.02,1.08441,0.76487,2.06563,0.87593,0.87818,0.91136,0.70719,1.70358,1.13412,2.73911,0.000306663,0.000306663,0.000306663
121,4453.46,1.18401,0.81301,2.15905,0.92144,0.8772,0.94137,0.74758,1.64488,1.02845,2.68384,0.000297232,0.000297232,0.000297232
122,4489.73,1.13619,0.76222,2.10061,0.90149,0.92822,0.9343,0.73088,1.72099,1.08827,2.78536,0.000287801,0.000287801,0.000287801
123,4526.15,1.10638,0.83839,2.05698,0.92835,0.8822,0.93921,0.74617,1.68861,1.06414,2.76045,0.000278369,0.000278369,0.000278369
124,4562.94,1.0936,0.795,2.02237,0.87965,0.9185,0.93635,0.73861,1.70319,1.16396,2.70386,0.000268938,0.000268938,0.000268938
125,4599.13,1.10181,0.78688,2.07369,0.90994,0.91734,0.92812,0.70709,1.78037,1.10438,2.81613,0.000259506,0.000259506,0.000259506
126,4635.14,1.07047,0.72785,2.05063,0.90482,0.8862,0.92595,0.72546,1.72654,1.07985,2.75794,0.000250075,0.000250075,0.000250075
127,4671.22,1.02163,0.73463,1.99628,0.90551,0.92395,0.93786,0.74517,1.76038,1.03545,2.81106,0.000240644,0.000240644,0.000240644
128,4707.45,1.11186,0.73187,2.09133,0.90147,0.95327,0.94647,0.74121,1.68503,1.05119,2.67471,0.000231212,0.000231212,0.000231212
129,4743.6,1.03716,0.70574,2.02865,0.88717,0.9209,0.93233,0.74362,1.66065,1.12197,2.70821,0.000221781,0.000221781,0.000221781
130,4779.97,1.05139,0.69424,2.04382,0.92608,0.90147,0.93192,0.73557,1.69091,1.1015,2.71813,0.000212349,0.000212349,0.000212349
131,4816.41,1.05678,0.73624,2.05763,0.90032,0.92558,0.93243,0.73345,1.74984,1.08029,2.75699,0.000202918,0.000202918,0.000202918
132,4852.73,0.98695,0.70113,2.01088,0.89706,0.89298,0.92505,0.73198,1.7685,1.08179,2.83355,0.000193487,0.000193487,0.000193487
133,4889.99,1.04725,0.70427,2.08827,0.90577,0.90561,0.9355,0.72687,1.71654,1.1062,2.79309,0.000184055,0.000184055,0.000184055
134,4926.26,1.04435,0.73271,2.05914,0.88009,0.96073,0.93727,0.73132,1.75858,1.07752,2.84075,0.000174624,0.000174624,0.000174624
135,4962.64,1.01306,0.72662,2.03385,0.92792,0.90441,0.93531,0.72651,1.75058,1.05964,2.8462,0.000165192,0.000165192,0.000165192
136,4999.12,0.99278,0.73289,2.02791,0.91712,0.89968,0.92989,0.71991,1.73223,1.14226,2.80113,0.000155761,0.000155761,0.000155761
137,5035.42,1.04424,0.73819,2.0346,0.91911,0.92994,0.94002,0.73439,1.68467,1.04625,2.80043,0.00014633,0.00014633,0.00014633
138,5072.01,0.99954,0.69517,2.05234,0.88233,0.93227,0.93938,0.7324,1.74796,1.09176,2.83566,0.000136898,0.000136898,0.000136898
139,5108.33,0.97363,0.69582,2.0154,0.90698,0.95026,0.94087,0.73496,1.74492,1.08834,2.86519,0.000127467,0.000127467,0.000127467
140,5144.65,0.92559,0.647,1.98778,0.89275,0.94444,0.9381,0.7533,1.68278,1.05593,2.82399,0.000118035,0.000118035,0.000118035
141,5183.25,0.76327,0.45586,1.8248,0.91439,0.90771,0.92718,0.73443,1.68287,1.07921,2.78823,0.000108604,0.000108604,0.000108604
142,5219.61,0.78407,0.45088,1.86086,0.90371,0.91717,0.93397,0.74242,1.66309,1.06945,2.75043,9.91726e-05,9.91726e-05,9.91726e-05
143,5255.72,0.75791,0.41182,1.81013,0.91299,0.9064,0.93911,0.74228,1.69198,1.07219,2.75487,8.97412e-05,8.97412e-05,8.97412e-05
144,5291.76,0.72657,0.39604,1.81834,0.87531,0.92536,0.93011,0.75154,1.69056,1.07768,2.71925,8.03098e-05,8.03098e-05,8.03098e-05
145,5327.9,0.74992,0.42944,1.83304,0.91889,0.88833,0.93444,0.74904,1.68817,1.04976,2.73107,7.08784e-05,7.08784e-05,7.08784e-05
146,5363.99,0.72212,0.40314,1.80208,0.91705,0.90452,0.93516,0.74952,1.69432,1.04069,2.78362,6.1447e-05,6.1447e-05,6.1447e-05
147,5399.6,0.71747,0.39672,1.80287,0.92947,0.91343,0.93184,0.7379,1.70237,0.99632,2.79419,5.20156e-05,5.20156e-05,5.20156e-05
148,5435.46,0.72371,0.40724,1.78213,0.88706,0.95833,0.93046,0.73651,1.70822,1.00072,2.7975,4.25842e-05,4.25842e-05,4.25842e-05
149,5471.7,0.71416,0.37785,1.78006,0.92518,0.919,0.92844,0.73009,1.7136,1.03018,2.79254,3.31528e-05,3.31528e-05,3.31528e-05
150,5508.63,0.71012,0.40299,1.79384,0.9231,0.91508,0.92838,0.73284,1.71349,1.04292,2.78411,2.37214e-05,2.37214e-05,2.37214e-05
